Many a wolf|Is never let in|Because of the hair|On his|Chinny-chin-chin|Burma-Shave|1943|x
She raised cain|When he raised stubble|Guess what|Smoothed away|Their trouble?|Burma-Shave|1945|x
Big mistake|Many make|Rely on horn|Instead of|Brake|Burma-Shave|1945|x
From statistics|That we gather|The swing is to|No brush|No lather|Burma-Shave|1945|x
No man can really|Do his stuff|With a face that's sore|Or a chin|That's rough|Burma-Shave|1945|x
First men buy it|Then apply it|Then advise|Their friends|To try it|Burma-Shave|1945|x
If these|Signs blur|And bounce around|You'd better park|And walk to town|Burma-Shave|1945|x
This is not|A clever verse|I tried|And tried|But just|Got worse|1945|x
You can beat|A mile a minute|But there ain't|No future|In it|Burma-Shave|1945|x
Sleep in a chair|Nothing to lose|But a nap|At the wheel|Is a permanent snooze|Burma-Shave|1945|x
Life with father|Is more pleasant|Since|He got this|Birthday present|Burma-Shave|1945|x
To a substitute|He gave a trial|It took off|Nothing|But his smile|Burma-Shave|1945|x
It spreads so smooth|It shaves so slick|It feels|Like velvet|And it's quick|Burma-Shave|1945|x
'Twould be|More fun|To go by air|If we could put|These signs up there|Burma-Shave|1945|x
His line was smooth|But not his chin|He took her out|She took him in|To buy some|Burma-Shave|1945|x
Drinking drivers|Enhance their|Chance|To highball home|In an ambulance|Burma-Shave|1945|x
Why does a chicken|Cross the street?|She sees a guy|She'd like to meet|He uses|Burma-Shave|1945|x
The chick|He wed|Let out a whoop|Felt his chin and|Flew the coop|Burma-Shave|1945|x
Tested|In peace|Proven in war|Better now|Than ever before|Burma-Shave|1945|x
Both hands|On wheel|Eyes on road|That's the skillful|Driver's code|Burma-Shave|1945|x
You've used|Our cream|Now try our blades|Pair up the best|In shaving aids|Burma-Shave|1947|x
Don't lose|Your head|To gain a minute|You need your head|Your brains are in it|Burma-Shave|1947|x
That she|Could cook|He had his doubts|Until she creamed|His bristle sprouts with|Burma-Shave|1947|x
Famous last words|"If he won't|Dim his|I won't|Dim mine"|Burma-Shave|1947|x
The wolf|Who longs|To roam and prowl|Should shave before|He starts to howl|Burma-Shave|1947|x
Car in ditch|Driver in tree|Moon was full|And so|Was he|Burma-Shave|1947|x
As you drive|Play this game|Construct|A jingle|With this name|Burma-Shave|1947|x
Substitutes|That promise perfection|Are like|Some candidates|After election|Burma-Shave|1947|x
If a gift|You must choose|Give him|One that|He can use|Burma-Shave|1947|x
Santa's|Whiskers|Need no trimmin'|He kisses kids|Not the wimmin|Burma-Shave|1947|x
When the stork|Delivers a boy|Our whole|Darn factory|Jumps for joy|Burma-Shave|1947|x
Altho|We've sold|Six million others|We still can't sell|Those coughdrop brothers|Burma-Shave|1947|x
Join|Our happy|Brushless throng|Six million users|Can't be wrong|Burma-Shave|1947|x
We know|How much|You love that gal|But use both hands|For driving, pal|Burma-Shave|1947|x
In Cupid's little|Bag of trix|Here's the one|That clix|With chix|Burma-Shave|1947|x
Thrifty jars for|Stay at homes|Handy tubes|For him|Who roams|Burma-Shave|1947|x
I use it too|The bald man said|It keeps my face|Just like|My head|Burma-Shave|1947|x
Grandpa's|Out with|Junior's date|Old technique|With brand new bait|Burma-Shave|1947|x
No soggy brushes|In your grip|You've always|Got a|Finger tip|Burma-Shave|1947|x
If you want|A hearty squeeze|Get our|Female|Anti-freeze|Burma-Shave|1947|x
Substitutes would|Have their place|If you could|Substitute|Your face|Burma-Shave|1947|x
Man passes|Dog house|Dog sees chin|Dog gets out|Man gets in|Burma-Shave|1947|x
A guy|Who wants|To middle-aisle it|Must never scratch|His little violet|Burma-Shave|1947|x
Prices rising|O'er the nation|Here is one|That missed|Inflation|Burma-Shave|1947|x
The first|Improvement|In many a year|For cleaning teeth|Is finally here|Burma-Vita Tooth Powder|1947|x
Speaking of|Great events|Burma-Shave|Proudly presents|Another fine product|Burma-Vita Tooth Powder|1947|x
Just moisten|Your tooth brush|Dip in jar|And you'll enjoy|Cleaner teeth by far|Burma-Vita Tooth Powder|1947|x
Don't waste powder|Down the drain|By missing brush|With faulty aim|A dip does it|Burma-Vita Tooth Powder|1947|x
Better tooth cleanser|Low expense|Your druggist|Sells it|40 cents|Burma-Vita Tooth Powder|1947|x
Tobacco stains|And stale breath too|Are two|Of the things|It takes from you|Burma-Vita Tooth Powder|1947|x
Road|Was slippery|Curve was sharp|White robe, halo|Wings and harp|Burma-Shave|1948|x
Hat and tie|Smart and clean|Space between|Spoiled the scene|He should use|Burma-Shave|1948|x
The boy who gets|His girl's applause|Must act|Not look|Like Santa Claus|Burma-Shave|1948|x
Within this vale|Of toil|And sin|Your head grows bald|But not your chin--use|Burma-Shave|1948|x
Speed|Was high|Weather was not|Tires were thin|X marks the spot|Burma-Shave|1948|x
Why work up|A daily lather|Once you've tried|We're sure|You'd rather|Burma-Shave|1948|x
If you think|She likes|Your bristles|Walk bare-footed|Through some thistles|Burma-Shave|1948|x
The more|You shave|The brushless way|The more you'll be|Inclined to say--|Burma-Shave|1948|x
Substitutes and|Imitations|Send 'em to|Your wife's|Relations|Burma-Shave|1948|x
Highways are|No place|To sleep|Stop your car|To count your sheep|Burma-Shave|1948|x
The minutes|Some folks|Save through speed|They never even|Live to need|Burma-Shave|1948|x
At school zones|Heed instructions!|Protect|our little|Tax deductions|Burma-Shave|1948|x
Regardless of|Political views|All good parties|Always|Choose|Burma-Shave|1948|x
The midnight ride|Of Paul|For beer|Led to a|Warmer hemisphere|Burma-Shave|1948|x
It's not|How fast or slow|You drive|The question is|How you arrive|Burma-Shave|1948|x
A man who passes|On hills and curves|Is not a man|Of iron nerves--|He's crazy!|Burma-Shave|1948|x
I've read|These signs|Since just a kid|Now that I shave|I'm glad I did|Burma-Shave|1948|x
We don't|Know how|To split an atom|But as to whiskers|Let us at 'em|Burma-Shave|1948|x
Paper hangers|With the hives|Now can|Shave with|Carving knives|Burma-Shave|1948|x
Wild men pulled|Their whiskers out|That's what made|Them wild|No doubt--|Burma-Shave|1948|x
Look|Don't listen|Pop is trying|A substitute|Instead of buying|Burma-Shave|1948|x
Little Bo-Peep|Has lost her Jeep|It struck|A truck|When she went to sleep|Burma-Shave|1948|x
A man|A miss|A car--a curve|He kissed the miss|And missed the curve|Burma-Shave|1948|x
Whiskers|Easy come,|You know|Why not make them|Easy go?|Burma-Shave|1948|x
Bargain hunters|Gather 'round|For fifty cents|Still|Half a pound|Burma-Shave|No price increase|1948 Anti-inflation|x
Other things have|Gone sky high|Half a dollar|Still will buy|Half pound jar|Burma-Shave|No price increase|1948 Anti-inflation|x
From New York town|To Pumpkin Holler|Still|Half a pound|For half a dollar|Burma-Shave|No price increase|1948 Anti-inflation|x
A big|Improvement|Since the war|Is now on sale|In your drug store|Burma-Shave|No price increase|1948 Anti-inflation|x
Tube immense|Still|35 cents|Easy shaving|Low expense|Burma-Shave|No price increase|1948 Anti-inflation|x
Leap year's over|You're safe, men|All you cowards|Can shave again|With brushless|Burma-Shave|1949|x
He saw|The train|And tried to duck it|Kicked first the gas|And then the bucket|Burma-Shave|1949|x
Headline news|For face|And chin|Now improved|With lanolin|Burma-Shave|1949|x
His face|Was loved|By just his mother|He Burma-Shaved|And now--|Oh, brother|1949|x
When frisky|With whiskey|Don't drive|'Cause it's|Risky|Burma-Shave|1949|x
His beard|Was long|And strong and tough|He lost his|Chicken in the rough|Burma-Shave|1949|x
Just this once|And just for fun|We'll let you|Finish|What we've begun|?  ?  ?|1949|x
With television|On the set|Stars are|Running out|To get|Burma-Shave|1949|x
With A sleek cheek|Pressed to hers|Jeepers! Creepers!|How she purrs|Burma-Shave|1949|x
Men|Who have to|Travel light|Find the handy tube|Just right|Burma-Shave|1949|x
Since hubby|Tried|That substitute|He's 1/3 man|And 2/3 brute|Burma-Shave|1949|x
He always used|A steaming towel|And mug and brush|And language foul|'Til he tried|Burma-Shave|1949|x
If you|Must sample|Her "pucker paint"|Better drive|Where traffic ain't|Burma-Shave|1949|x
It gave|Swell shaves before|Now you'll like it|Even more|The new--improved|Burma-Shave|1949|x
Pull off|The road|To change a flat|Protect your life--|No spare for that!|Burma-Shave|1949|x
Tho tough|And rough|From wind and wave|Your cheek|Grows sleek with|Burma-Shave|1949|x
In seventy years|Of brushin' soap on|Gramps coulda painted|The pentagon|Use brushless|Burma-Shave|1949|x
These three|Prevent most accidents|Courtesy|Caution|Common sense|Burma-Shave|1949|x
Said one whisker|To another|Can't get tough|With this stuff|Brother|Burma-Shave|1949|x
Old Dobbin|reads these signs|Each day|You see, he gets|His corn that way|Burma-Shave|1949|x
To soothe|And smooth|Your tender skin|It's now improved|With lanolin|Burma-Shave|1949|x
One Burma-Shave|The school boy cried|At least|I'll smell|As if I tried|Burma-Shave|1949|x
Ashes to ashes|Forests to dust|Keep Minnesota green|Or we'll|All go bust|Burma-Shave|1949|x
Ashes to ashes|Forests to dust|Keep Wisconsin green|Or we'll|All go bust|Burma-Shave|1949|x
His cheek|Was rough|His chick vamoosed|And now she won't|Come home to roost|Burma-Shave|1950|x
Twinkle, twinkle|One-eyed car|We all wonder|WHERE|You are|Burma-Shave|1950|x
On curves ahead|Remember, sonny|That rabbit's foot|Didn't save|The bunny|Burma-Shave|1950|x
When|Super-shaved|Remember, pard|You'll still get slapped|But not so hard|Burma-Shave|1950|x
His brush is gone|So what'll we do|Said Mike Robe I|To Mike Robe II|Burma-Shave|1950|x
The place to pass|On curves|You know|Is only at|A beauty show|Burma-Shave|1950|x
A whiskery kiss|For the one|You adore|May not make her mad|But her face will be sore|Burma-Shave|1950|x
Burma-Shave|Was such a boom|They passed|The bride|And kissed the groom|1950|x
These signs|We gladly|Dedicate|To men who've had|No date of late|Burma-Shave|1950|x
If your peach|Keeps out|Of reach|Better practice|What we preach|Burma-Shave|1950|x
A guy|Who drives|A car wide open|Is not thinkin'|He's just hopin'|Burma-Shave|1950|x
To kiss|A mug|That's like a cactus|Takes more nerve|Than it does practice|Burma-Shave|1950|x
The whale|Put Jonah|Down the hatch|But coughed him up|Because he scratched|Burma-Shave|1950|x
Violets are blue|Roses are pink|On graves|Of those|Who drive and drink|Burma-Shave|1950|x
Candidate says|Campaign|Confusing|Babies kiss me|Since I've been using|Burma-Shave|1950|x
My job is|Keeping faces clean|And nobody knows|De stubble|I've seen|Burma-Shave|1950|x
Doesn't|Kiss you|Like she useter?|Perhaps she's seen|A smoother rooster!!|Burma-Shave|1950|x
No use|Knowing|How to pick 'em|If your half-shaved|Whiskers stick 'em|Burma-Shave|1950|x
He tried|To cross|As fast train neared|Death didn't draft him|He volunteered|Burma-Shave|1950|x
Her chariot|Raced 80 per|They hauled away|What had|Ben Her|Burma-Shave|1950|x
She will|Flood your face|With kisses|'Cause you smell|So darn delicious|Burma-Shave Lotion|1950|x
Use Burma-Shave|In tube|Or jar|Then follow up|With our new star|Burma-Shave Lotion|1950|x
It has a tingle|And a tang|That starts|The day off|With a bang|Burma-Shave Lotion|1950|x
Bracing as|An ocean breeze|For after shaving|It's sure|To please|Burma-Shave Lotion|1950|x
For early|Morning|Pep and bounce|A brand new product|We announce|Burma-Shave Lotion|1950|x
The ladies|Take one whiff|And purr--|It's no wonder|Men prefer|Burma-Shave Lotion|1950|x
His face|Was smooth|And cool as ice|And oh!  Louise!|He smelled so nice|Burma-Shave Lotion|1950|x
I'd heard|It praised|By drug store clerks|I tried the stuff|Hot dog!  It works|Burma-Shave|1951|x
Train wrecks few|Reason clear|Fireman|Never hugs|Engineer|Burma-Shave|1951|x
Altho insured|Remember, kiddo|They don't pay you|They pay|Your widow|Burma-Shave|1951|x
My cheek|Says she|Feels smooth as satin|Ha!  Ha!  Says he|That's mine you're pattin'|Burma-Shave|1951|x
Soap|May do|For lads with fuzz|Bur sir, you ain't|The kid you wuz|Burma-Shave|1951|x
She eyed|His beard|And said no dice|The wedding's off--|I'll COOK the rice|Burma-Shave|1951|x
Train approaching|Whistle squealing|Pause!|Avoid that|Rundown feeling!|Burma-Shave|1951|x
Unless|Your face|Is stinger free|You'd better let|Your honey be|Burma-Shave|1951|x
Another|Red skin|Bit the dust|When Pa tried|What these signs discussed|Burma-Shave|1951|x
The band|For which|The grand stand roots|Is not made up|Substi-toots!|Burma-Shave|1951|x
Cautious rider|To her|Reckless dear|Let's have less bull|And lots more steer|Burma-Shave|1951|x
Spring|Has sprung|The grass has riz|Where last year's|Careless drivers is|Burma-Shave|1951|x
Big blue tube|It's a honey|Best squeeze play|For love|Or money|Burma-Shave|1951|x
Proper|Distance|To him was bunk|They pulled him out|Of some guy's trunk|Burma-Shave|1951|x
Substitutes|Can do|More harm|Than city fellers|On a farm|Burma-Shave|1951|x
Pat's bristles|Scratched|Bridget's nose|That's when|Her wild irish rose|Burma-Shave|1951|x
The hobo|Lets his|Whiskers sprout|It's trains--not girls|That he takes out|Burma-Shave|1951|x
A beard|That's rough|And overgrown|is better than|A chaperone|Burma-Shave|1951|x
Drinking drivers|Don't you know|Great bangs|From little|Binges grow?|Burma-Shave|1951|x
I know|He's a wolf|Said riding hood|But Grandma dear,|He smells so good|Burma-Shave|1951|x
The wife|Who keeps on|Being kissed|Always heads|Her shopping list|Burma-Shave|1952|x
Is he|Lonesome|Or just blind--|This guy who drives|So close behind?|Burma-Shave|1952|x
Pedro|Walked|Back home by golly|His bristly chin|Was hot-to-Molly|Burma-Shave|1952|x
Missin'|Kissin'?|Perhaps your thrush|Can't get thru|The underbrush--try|Burma-Shave|1952|x
Clancy's|Whiskers|Tickle Nancy|Nancy lowered the boom|On Clancy!|Burma-Shave|1952|x
A chin|Where barbed wire|Bristles stand|Is bound to be|A no ma'ams land|Burma-Shave|1952|x
Leaves|Face soft|As woman's touch|Yet doesn't cost you|Near as much|Burma-Shave|1952|x
We can't|Provide you|With a date|But we do supply|The best darn bait|Burma-Shave|1952|x
The wolf|Is shaved|So neat and trim|Red Riding Hood|Is chasing him|Burma-Shave|1952|x
Relief|For faces|Chapped and sore|Keeps 'em comin'|Back for more|Burma-Shave|1952|x
His|Tomato|Was the mushy type|Until his beard|Grew over-ripe|Burma-Shave|1952|x
Heaven's|Latest|Neophyte|Signalled left|Then turned right|Burma-Shave|1952|x
Better try|Less speed per mile|That car|May have to|Last a while|Burma-Shave|1952|x
To steal|A kiss|He had the knack|But lacked the cheek|To get one back|Burma-Shave|1952|x
We've made|Grandpa|Look so trim|The local|Draft board's after him|Burma-Shave|1952|x
"No, no,"|She said|To her bristly beau|"I'd rather|Eat the mistletoe"|Burma-Shave|1952|x
His rose|Is wed|His violet blew|But his sugar is sweet|Since he took this cue|Burma-Shave|1952|x
Why is it|When you|Try to pass|The guy in front|Goes twice as fast?|Burma-Shave|1952|x
She put|A bullet|Thru his hat|But he's had|Closer shaves than that|Burma-Shave|1952|x
5-star|Generals|Privates 1st class|Show equal rank|In the looking-glass|Burma-Shave|1952|x
When you lay|Those few cents down|You've bought|The smoothest|Shave in town|Burma-Shave|1953|x
Substitutes|Are like a girdle|They find some jobs|They just|Can't hurdle|Burma-Shave|1953|x
Gut rasiert?|___________ (Chinese)|La mejor afeitada|The best shave|In any language|Burma-Shave|1953|x
We're widely read|And often quoted|But it's shaves|Not signs|For which we're noted|Burma-Shave|1953|x
Men who|Have to|Travel light|Find the 35 cent tube|Just right|Burma-Shave|1953|x
It gave|McDonald|That needed charm|Hello Hollywood|Good-by farm|Burma-Shave|1953|x
A shave|That's real|No cuts to heal|A soothing|Velvet after-feel|Burma-Shave|1953|x
Around|The curve|Lickety-split|It's a beautiful car|Wasn't it?|Burma-Shave|1953|x
Our fortune|Is your|Shaven face|It's our best|Advertising space|Burma-Shave|1953|x
If Crusoe'd|Kept his chin|More tidy|He might have found|A lady Friday|Burma-Shave|1953|x
Feel your face|As you ride by|Now don't|You think|It's time to try|Burma-Shave|1953|x
If anything|Will please|Your Jill|A little jack|For this jar will|Burma-Shave|1953|x
That barefoot|Chap|With cheeks of tan|Won't let 'em chap|When he's a man|Burma-Shave|1953|x
If harmony|Is what|You crave|Then get|A tuba|Burma-Shave|1953|x
The bearded devil|Is forced|To dwell|In the only place|Where they don't sell|Burma-Shave|1953|x
This cream|Makes the|Gardener's daughter|Plant her tu-lips|Where she oughter|Burma-Shave|1953|x
No matter|The price|No matter how new|The best safety device|In your car is you|Burma-Shave|1953|x
He asked|His kitten|To pet and purr|She eyed his puss|And screamed "What fur!"|Burma-Shave|1953|x
Toughest|Whiskers|In the town|We hold 'em up|You mow 'em down|Burma-Shave|1953|x
These signs|Are not|For laughs alone|The face they save|May be your own|Burma-Shave|1953|x
The hero|Was brave and strong|And willin'|She felt his chin--|Then wed the villain|Burma-Shave|1953|x
The safest rule|No ifs or buts|Just drive|Like every one else|Is nuts!|Burma-Shave|1953|x
Dinah doesn't|Treat him right|But if he'd|Shave|Dyna-mite!|Burma-Shave|1955|x
To change that|Shaving job|To joy|You gotta use|The real McCoy|Burma-Shave|1955|x
Tho stiff|The beard|That Nature gave|It shaves|Like down with|Burma-Shave|1955|x
His crop of|Whiskers|Needed reaping|That's what kept|His Lena leaping|Burma-Shave|1955|x
The blackened forest|Smoulders yet|Because|He flipped|A cigaret|Burma-Shave|1955|x
Jar so big|Cost so small|Coolest|Smoothest|Shave of all|Burma-Shave|1955|x
Slow down, Pa|Sakes alive|Ma missed signs|Four|And five|Burma-Shave|1955|x
Grandpa knows|It ain't too late|He's gone|To git|Some widder bait|Burma-Shave|1955|x
Free--free|A trip|To Mars|For 900|Empty jars|Burma-Shave|1955|x
A Christmas hug|A birthday kiss|Awaits|The woman|Who gives this|Burma-Shave|1955|x
The big blue tube's|Just like Louise|You get|A thrill|From every squeeze|Burma-Shave|1955|x
The monkey took|One look at Jim|And threw the peanuts|Back at him|He needed|Burma-Shave|1955|x
Substitutes|Can let you down|Quicker|Than a|Strapless gown|Burma-Shave|1955|x
For shaving comfort|Without|A sting|That big blue tube|Has everything|Burma-Shave|1955|x
6 million housewives|Can't be wrong|Who keep|Their husbands|Right along in|Burma-Shave|1955|x
Try a tube|Its cooling|Power|Refreshes like|An April shower|Burma-Shave|1955|x
One shave lasts|All day through|Face feels|Cool and|Smoother too|Burma-Shave|1955|x
Within this vale|Of toil|And sin|Your head grows bald|But not your chin|Burma-Shave|1955|x
Take|Your|Time|Not|Your life|Burma-Shave|1955|x
Cattle crossing|Means go slow|That old bull|Is some|Cow's beau|Burma-Shave|1955|x
Does your husband|Misbehave|Grunt and grumble|Rant and rave?|Shoot the brute some|Burma-Shave|1955|x
The draftee|Tried a tube|And purred|Well whaddya know|I've been defurred|Burma-Shave|1959|x
This cooling shave|Will never fail|To stamp|Its user|First class male|Burma-Shave|1959|x
Drinking drivers--|Nothing worse|They put|The quart|Before the hearse|Burma-Shave|1959|x
Men|With whiskers|'Neath their noses|Oughta have to kiss|Like eskimoses|Burma-Shave|1959|x
Said farmer Brown|Who's bald|On top|Wish I could|Rotate the crop|Burma-Shave|1959|x
Don't|Try passing|On a slope|Unless you have|A periscope|Burma-Shave|1959|x
Passing cars|When you can't see|May get you|A glimpse|Of eternity|Burma-Shave|1959|x
Don't leave safety|To mere chance|That's why|Belts are|Sold with pants|Burma-Shave|1959|x
At a quiz|Pa ain't|No whiz|But he knows how|To keep Ma his|Burma-Shave|1959|x
Many a forest|Used to stand|Where a|Lighted match|Got out of hand|Burma-Shave|1959|x
Baby your skin|Keep it fitter|Or "baby"|Will get|Another sitter|Burma-Shave|1959|x
Use this cream|A day|Or two|Then don't call her--|She'll call you|Burma-Shave|1959|x
The poorest guy|In the|Human race|Can have a|Million dollar face|Burma-Shave|1959|x
If daisies|Are your|Favorite flower|Keep pushin' up those|Miles-per-hour|Burma-Shave|1959|x
He lit a match|To check gas tank|That's why|They call him|Skinless frank|Burma-Shave|1959|x
The one who|Drives when|He's been drinking|Depends on you|To do his thinking|Burma-Shave|1959|x
This cream|Is like|A parachute|There isn't|Any substitute|Burma-Shave|1960|x
Tempted to try it?|Follow your hunch|Be "Top Banana"|Not one|Of the bunch|Burma-Shave|1960|x
Bristles scratched|His cookie's map|That's what|Made poor|Ginger snap|Burma-Shave|1960|x
We've made Grandpa|Look so youthful|His pension board|Thinks|He's untruthful|Burma-Shave|1960|x
Use our cream|And we betcha|Girls won't wait|They'll come|And getcha|Burma-Shave|1960|x
Henry the Eighth|Sure had|Trouble|Short term wives|Long term stubble|Burma-Shave|1960|x
Angels|Who guard you|When you drive|Usually|Retire at 65|Burma-Shave|1960|x
Forest fires|Start from scratch|So think before|You toss|That match|Burma-Shave|1960|x
Dim your lights|Behind a car|Let folks see|How bright|YOU are|Burma-Shave|1960|x
Thirty days|Hath September|April|June and the|Speed offender|Burma-Shave|1960|x
Others claim|Their product good|But ours|Does what|You think it should|Burma-Shave|1960|x
Ben|Met Anna|Made a hit|Neglected beard|Ben-Anna split|Burma-Shave|1960|x
Drowsy?|Just remember, pard|That marble slab|Is doggone|Hard|Burma-Shave|1960|x
Statistics prove|Near and far|That folks who|Drive like crazy|--Are!|Burma-Shave|1960|x
Dear lover boy,|Your photo came|But your doggone beard|Won't fit|The frame|Burma-Shave|1960|x
This will never|Come to pass|A back-seat|Driver|Out of gas|Burma-Shave|1960|x
Don't lose|Your head|To gain a minute|You need your head|Your brains are in it|Burma-Shave|1963|x
If a gift|You must choose|Give him one|He'll like|To use|Burma-Shave|1963|x
Pedro|Walked|Back home, by golly|His bristly chin|Was hot-to-Molly|Burma-Shave|1963|x
If our road signs|Catch your eye|Smile|But don't forget|To buy|Burma-Shave|1963|x
When the stork|Delivers a boy|Our whole|Darn factory|Jumps for joy|Burma-Shave|1963|x
Film protects|Your neck|And chin|So your razor|Won't dig in|Burma-Shave|1963|x
A shave|That's real|No cuts to heal|A soothing|Velvet after-feel|Burma-Shave|1963|x
If hugging|On highways|Is your sport|Trade in your car|For a davenport|Burma-Shave|1963|x
In cupid's little|Bag of trix|Here's the one|That clix|With chix|Burma-Shave|1963|x
A guy|Who wants|To middle-aisle it|Must never scratch|His little Violet|Burma-Shave|1963|x
Every day|We do|Our part|To make your face|A work of art|Burma-Shave|1963|x
Thrifty jars for|Stay at homes|Handy tubes|For him|Who roams|Burma-Shave|1963|x
We don't|Know how|To split an atom|But as to whiskers|Let us at 'em|Burma-Shave|1963|x
If you want|A hearty squeeze|Get our|Female|Anti-freeze|Burma-Shave|1963|x
Can't shave daily?|Tender hide?|Now be honest|Have you|Tried|Burma-Shave|1963|x
The chick|He wed|Let out a whoop|Felt his chin and|Flew the coop|Burma-Shave|1963|x
Our fortune|Is your|Shaven face|It's our best|Advertising space|Burma-Shave|1963|x

1963, the end of an era * In 1963 Burma Shave was no more.   *
                        * Hard to beleive it's been 35 years *
MISSING?|1944|x         * These are the years that I was not *
MISSING?|1946|x         * able to find any information on,   *
MISSING?|1954|x         * I'm not sure if any were even done *
MISSING?|1956|x         * those years but if you know them,  *
MISSING?|1957|x         * please pass them on and I will add *
MISSING?|1958|x         * them to this program.              *
MISSING?|1961|x
MISSING?|1962|x
